Id,Artist,Title,Description,Tags,publishedAt,View,Like,CommentCount,pushblishDayName,Duration,SheetName
isDxh4wwZC4,Ayumi Hamasaki,Present,"Provided to YouTube by avex trax

Present · Ayumi Hamasaki

A Song for ××

℗ AVEX MUSIC CREATIVE INC.

Released on: 1999-01-01

Composer: Yasuhiko Hoshino
Lyricist: ayumi hamasaki

Auto-generated by YouTube.","['Ayumi Hamasaki', '浜崎あゆみ', 'ハマサキアユミ', 'A Song for ××', 'Present']",2020-04-10 03:15:19,38471,208,0,Friday,00:04:31,Song
gxGasm2mmqM,Ayumi Hamasaki,M (ASOT 950 - Part 3) (Above & Beyond Remix),"Provided to YouTube by Armada

M (ASOT 950 - Part 3) (Above & Beyond Remix) · Ayumi Hamasaki

ASOT 950 - A State Of Trance Episode 950 (Part 3)

℗ Avex Entertainment Inc

Released on: 2020-02-06

Artist: Ayumi Hamasaki

Auto-generated by YouTube.","['Ayumi', 'Hamasaki', 'ASOT', '950', 'State', 'Of', 'Trance', 'Episode', '(Part', '3)', '(ASOT', 'Part', '(Above', 'Beyond', 'Remix)']",2020-02-06 21:18:12,2539,42,0,Thursday,00:03:18,Song
5-KZ7RMwyEk,Ayumi Hamasaki,BLUE BIRD,"Provided to YouTube by avex infinity

BLUE BIRD · 浜崎あゆみ

REPLAY ～Limited Collection～

℗ AVEX ENTERTAINMENT INC.

Released on: 2019-08-07

Composer: D･A･I
Lyricist: ayumi hamasaki

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'REPLAY ～Limited Collection～', 'BLUE BIRD']",2020-02-04 10:02:49,5107,13,0,Tuesday,00:04:08,Song
uF0aJARkF1c,Ayumi Hamasaki,SEASONS Original Mix,"Provided to YouTube by avex infinity

SEASONS Original Mix · 浜崎あゆみ

センチメンタルデイズ ～Limited Collection～

℗ This Compilation 2019 AVEX ENTERTAINMENT INC.

Released on: 2019-12-04

Composer: D･A･I
Lyricist: ayumi hamasaki

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'センチメンタルデイズ ～Limited Collection～', 'SEASONS Original Mix']",2020-02-04 10:02:48,583,6,0,Tuesday,00:04:22,Song
L1jRrasnr5k,Ayumi Hamasaki,YOU (SENTIMENTAL MIX),"Provided to YouTube by avex trax

YOU (SENTIMENTAL MIX) · 浜崎あゆみ

SUPER EUROBEAT VOL.100

℗ AVEX MUSIC CREATIVE INC.

Released on: 1999-08-04

Composer: 星野靖彦
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.100', 'YOU(SENTIMENTAL MIX)']",2020-01-17 09:32:03,11691,58,0,Friday,00:04:45,Song
7cWXB4-RTps,Ayumi Hamasaki,poker face (EXTENDED POWER MIX),"Provided to YouTube by avex trax

poker face (EXTENDED POWER MIX) · 浜崎あゆみ

SUPER EUROBEAT VOL.100

℗ AVEX MUSIC CREATIVE INC.

Released on: 1999-08-04

Composer: 星野靖彦
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.100', 'poker face(EXTENDED POWER MIX)']",2020-01-17 09:32:01,11138,71,0,Friday,00:04:14,Song
_gO1BvEvbts,Ayumi Hamasaki,WHATEVER (EURO POWER MIX),"Provided to YouTube by avex trax

WHATEVER (EURO POWER MIX) · 浜崎あゆみ

SUPER EUROBEAT VOL.100

℗ AVEX MUSIC CREATIVE INC.

Released on: 1999-08-04

Composer: 菊池一仁
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.100', 'WHATEVER(EURO POWER MIX)']",2020-01-17 09:32:01,13967,94,0,Friday,00:05:20,Song
dK3WZEzsB4o,Ayumi Hamasaki,Trust (MELODIC Remix),"Provided to YouTube by avex trax

Trust (MELODIC Remix) · 浜崎あゆみ

SUPER EUROBEAT VOL.100

℗ AVEX MUSIC CREATIVE INC.

Released on: 1999-08-04

Composer: 木村貴志
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.100', 'Trust(MELODIC REMIX)']",2020-01-17 09:32:01,28215,277,3,Friday,00:05:43,Song
kKKEdx77JZc,Ayumi Hamasaki,Depend on you (EXTENDED POWER MIX),"Provided to YouTube by avex trax

Depend on you (EXTENDED POWER MIX) · 浜崎あゆみ

SUPER EUROBEAT VOL.100

℗ AVEX MUSIC CREATIVE INC.

Released on: 1999-08-04

Composer: 菊池一仁
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.100', 'Depend on you(EXTENDED POWER MIX)']",2020-01-17 09:32:01,20832,121,1,Friday,00:04:10,Song
da3E4O1YNXg,Ayumi Hamasaki,THE SPEED OF LIGHT,"Provided to YouTube by avex trax

THE SPEED OF LIGHT · NICK KEY

SUPER EUROBEAT VOL.158

℗ AVEX MUSIC CREATIVE INC.

Released on: 2005-05-18

Lyricist: G.PASQUINI/A.MILANI

Auto-generated by YouTube.","['NICK KEY', 'ニックケイ', 'SUPER EUROBEAT VOL.158', 'THE SPEED OF LIGHT']",2020-01-17 09:22:36,9951,118,3,Friday,00:03:58,Song
gN8UPpTZhbA,Ayumi Hamasaki,evolution (Soft Time Mix),"Provided to YouTube by avex trax

evolution (Soft Time Mix) · 浜崎あゆみ

SUPER EUROBEAT VOL.120

℗ AVEX MUSIC CREATIVE INC.

Released on: 2001-08-01

Composer: CREA
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.120', 'evolution (Soft Time Mix)']",2020-01-17 09:22:04,25250,177,0,Friday,00:04:59,Song
ymCjjDIzk7o,Ayumi Hamasaki,AUDIENCE (EURO-POP MIX),"Provided to YouTube by avex trax

AUDIENCE (EURO-POP MIX) · 浜崎あゆみ

SUPER EUROBEAT VOL.120

℗ AVEX MUSIC CREATIVE INC.

Released on: 2001-08-01

Composer: D･A･I
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.120', 'AUDIENCE (EURO-POP MIX)']",2020-01-17 09:22:04,9625,58,0,Friday,00:04:07,Song
H_duXbEpCHA,Ayumi Hamasaki,SURREAL (A Sentimental Mix),"Provided to YouTube by avex trax

SURREAL (A Sentimental Mix) · 浜崎あゆみ

SUPER EUROBEAT VOL.120

℗ AVEX MUSIC CREATIVE INC.

Released on: 2001-08-01

Composer: 菊池一仁
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.120', 'SURREAL (A Sentimental Mix)']",2020-01-17 09:22:02,48859,264,1,Friday,00:05:09,Song
R5dicO7FA0c,Ayumi Hamasaki,Duty (Love Mix),"Provided to YouTube by avex trax

Duty (Love Mix) · 浜崎あゆみ

SUPER EUROBEAT VOL.120

℗ AVEX MUSIC CREATIVE INC.

Released on: 2001-08-01

Composer: 原田憲
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.120', 'Duty (Love Mix)']",2020-01-17 09:22:02,14222,75,0,Friday,00:04:35,Song
l9I5Q3YdMic,Ayumi Hamasaki,vogue (Sentimental Mix),"Provided to YouTube by avex trax

vogue (Sentimental Mix) · 浜崎あゆみ

SUPER EUROBEAT VOL.120

℗ AVEX MUSIC CREATIVE INC.

Released on: 2001-08-01

Composer: 菊池一仁
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.120', 'vogue (Sentimental Mix)']",2020-01-17 09:22:02,6315,44,0,Friday,00:05:01,Song
-Utd9RRmvH0,Ayumi Hamasaki,Boys & Girls (A Eurobeat Mix),"Provided to YouTube by avex trax

Boys & Girls (A Eurobeat Mix) · 浜崎あゆみ

SUPER EUROBEAT VOL.200

℗ AVEX MUSIC CREATIVE INC.

Released on: 2010-01-01

Composer: D･A･I
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.200', 'Boys & Girls (A Eurobeat Mix)']",2020-01-17 09:21:53,3734,13,0,Friday,00:01:29,Song
9X6kO62u31w,Ayumi Hamasaki,evolution (Time Is Pop Mix),"Provided to YouTube by avex trax

evolution (Time Is Pop Mix) · 浜崎あゆみ

SUPER EUROBEAT VOL.200

℗ AVEX MUSIC CREATIVE INC.

Released on: 2010-01-01

Composer: CREA
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.200', 'evolution (Time Is Pop Mix)']",2020-01-17 09:21:53,5150,29,0,Friday,00:01:31,Song
JALoB20IYiQ,Ayumi Hamasaki,AUDIENCE (EURO-POWER MIX),"Provided to YouTube by avex trax

AUDIENCE (EURO-POWER MIX) · 浜崎あゆみ

SUPER EUROBEAT VOL.200

℗ AVEX MUSIC CREATIVE INC.

Released on: 2010-01-01

Composer: D･A･I
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.200', 'AUDIENCE (EURO-POWER MIX)']",2020-01-17 09:21:51,2684,7,0,Friday,00:01:10,Song
cEppTimuMeE,Ayumi Hamasaki,Depend on you,"Provided to YouTube by avex trax

Depend on you · 浜崎あゆみ

SUPER EUROBEAT VOL.200

℗ AVEX MUSIC CREATIVE INC.

Released on: 2010-01-01

Composer: 菊池一仁
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.200', 'Depend on you']",2020-01-17 09:21:51,3971,12,0,Friday,00:01:41,Song
r2Bw6TTNq-8,Ayumi Hamasaki,Fly high (Euro-Power Mix),"Provided to YouTube by avex trax

Fly high (Euro-Power Mix) · 浜崎あゆみ

SUPER EUROBEAT VOL.200

℗ AVEX MUSIC CREATIVE INC.

Released on: 2010-01-01

Composer: D･A･I
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.200', 'Fly high (Euro-Power Mix)']",2020-01-17 09:21:50,3125,7,0,Friday,00:01:38,Song
8rvdrtdbmmw,Ayumi Hamasaki,End roll (ayu-ro Extended Mix),"Provided to YouTube by avex trax

End roll (ayu-ro Extended Mix) · 浜崎あゆみ

SUPER EUROBEAT VOL.110

℗ AVEX MUSIC CREATIVE INC.

Released on: 2000-08-02

Composer: D･A･I
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.110', 'End roll (ayu-ro Extended Mix)']",2020-01-17 09:21:43,6558,31,0,Friday,00:01:45,Song
P02ZnVlCwM8,Ayumi Hamasaki,immature (Sweet Mix),"Provided to YouTube by avex trax

immature (Sweet Mix) · 浜崎あゆみ

SUPER EUROBEAT VOL.110

℗ AVEX MUSIC CREATIVE INC.

Released on: 2000-08-02

Composer: 菊池一仁
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.110', 'immature (Sweet Mix)']",2020-01-17 09:21:43,4679,22,0,Friday,00:01:42,Song
cSLFJBc43YI,Ayumi Hamasaki,Depend on you (EXTENDED POWER MIX),"Provided to YouTube by avex trax

Depend on you (EXTENDED POWER MIX) · 浜崎あゆみ

SUPER EUROBEAT VOL.110

℗ AVEX MUSIC CREATIVE INC.

Released on: 2000-08-02

Composer: 菊池一仁
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.110', 'Depend on you (EXTENDED POWER MIX)']",2020-01-17 09:21:43,4854,14,0,Friday,00:01:32,Song
bNeq3kbey4g,Ayumi Hamasaki,Trauma (Eurobeat Mix),"Provided to YouTube by avex trax

Trauma (Eurobeat Mix) · 浜崎あゆみ

SUPER EUROBEAT VOL.110

℗ AVEX MUSIC CREATIVE INC.

Released on: 2000-08-02

Composer: D･A･I
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.110', 'Trauma (Eurobeat Mix)']",2020-01-17 09:21:42,5358,24,1,Friday,00:02:41,Song
qihvJlwXMpw,Ayumi Hamasaki,monochrome (ayu-ro Extended Mix),"Provided to YouTube by avex trax

monochrome (ayu-ro Extended Mix) · 浜崎あゆみ

SUPER EUROBEAT VOL.110

℗ AVEX MUSIC CREATIVE INC.

Released on: 2000-08-02

Composer: D･A･I
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.110', 'monochrome (ayu-ro Extended Mix)']",2020-01-17 09:21:42,4210,15,0,Friday,00:01:43,Song
lHR0141n_LY,Ayumi Hamasaki,Trust (A Eurobeat Mix),"Provided to YouTube by avex trax

Trust (A Eurobeat Mix) · 浜崎あゆみ

SUPER EUROBEAT VOL.110

℗ AVEX MUSIC CREATIVE INC.

Released on: 2000-08-02

Composer: 木村貴志
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.110', 'Trust (A Eurobeat Mix)']",2020-01-17 09:21:41,25928,561,1,Friday,00:01:25,Song
tNE-IvTZAx0,Ayumi Hamasaki,Boys & Girls (A Eurobeat Mix),"Provided to YouTube by avex trax

Boys & Girls (A Eurobeat Mix) · 浜崎あゆみ

SUPER EUROBEAT VOL.110

℗ AVEX MUSIC CREATIVE INC.

Released on: 2000-08-02

Composer: D･A･I
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.110', 'Boys & Girls (A Eurobeat Mix)']",2020-01-17 09:21:41,8864,37,0,Friday,00:02:45,Song
4ble0ojbiGU,Ayumi Hamasaki,YOU (Aggressive Mix),"Provided to YouTube by avex trax

YOU (Aggressive Mix) · 浜崎あゆみ

SUPER EUROBEAT VOL.110

℗ AVEX MUSIC CREATIVE INC.

Released on: 2000-08-02

Composer: 星野靖彦
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.110', 'YOU (Aggressive Mix)']",2020-01-17 09:21:40,5640,32,0,Friday,00:01:19,Song
9Nj2JgVUy6s,Ayumi Hamasaki,TO BE (Eurobeat Mix),"Provided to YouTube by avex trax

TO BE (Eurobeat Mix) · 浜崎あゆみ

SUPER EUROBEAT VOL.110

℗ AVEX MUSIC CREATIVE INC.

Released on: 2000-08-02

Composer: D･A･I
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.110', 'TO BE (Eurobeat Mix)']",2020-01-17 09:21:40,6056,20,0,Friday,00:02:36,Song
AZqABcnm1YQ,Ayumi Hamasaki,Fly high (Euro-Power Mix),"Provided to YouTube by avex trax

Fly high (Euro-Power Mix) · 浜崎あゆみ

SUPER EUROBEAT VOL.110

℗ AVEX MUSIC CREATIVE INC.

Released on: 2000-08-02

Composer: D･A･I
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.110', 'Fly high (Euro-Power Mix)']",2020-01-17 09:21:40,12691,96,0,Friday,00:03:12,Song
sGQ-ZwVQEMg,Ayumi Hamasaki,WHATEVER (EURO POWER MIX),"Provided to YouTube by avex trax

WHATEVER (EURO POWER MIX) · 浜崎あゆみ

SUPER EUROBEAT VOL.110

℗ AVEX MUSIC CREATIVE INC.

Released on: 2000-08-02

Composer: 菊池一仁
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.110', 'WHATEVER (EURO POWER MIX)']",2020-01-17 09:21:40,4108,12,0,Friday,00:01:26,Song
BKYxc1OlvCg,Ayumi Hamasaki,poker face (EXTENDED POWER MIX),"Provided to YouTube by avex trax

poker face (EXTENDED POWER MIX) · 浜崎あゆみ

SUPER EUROBEAT VOL.110

℗ AVEX MUSIC CREATIVE INC.

Released on: 2000-08-02

Composer: 星野靖彦
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.110', 'poker face (EXTENDED POWER MIX)']",2020-01-17 09:21:39,3815,7,0,Friday,00:01:49,Song
Ke6gtwVku3o,Ayumi Hamasaki,too late (Euro-Power Mix),"Provided to YouTube by avex trax

too late (Euro-Power Mix) · 浜崎あゆみ

SUPER EUROBEAT VOL.110

℗ AVEX MUSIC CREATIVE INC.

Released on: 2000-08-02

Composer: D･A･I
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.110', 'too late (Euro-Power Mix)']",2020-01-17 09:21:39,3738,10,0,Friday,00:01:05,Song
YwOhLS-zLz4,Ayumi Hamasaki,kanariya (Power Mix),"Provided to YouTube by avex trax

kanariya (Power Mix) · 浜崎あゆみ

SUPER EUROBEAT VOL.110

℗ AVEX MUSIC CREATIVE INC.

Released on: 2000-08-02

Composer: 星野靖彦
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.110', 'kanariya (Power Mix)']",2020-01-17 09:21:39,6291,28,0,Friday,00:02:06,Song
lkKvryZVwfc,Ayumi Hamasaki,appears (Aggressive Extended Mix),"Provided to YouTube by avex trax

appears (Aggressive Extended Mix) · 浜崎あゆみ

SUPER EUROBEAT VOL.110

℗ AVEX MUSIC CREATIVE INC.

Released on: 2000-08-02

Composer: 菊池一仁
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.110', 'appears (Aggressive Extended Mix)']",2020-01-17 09:21:39,4784,23,0,Friday,00:01:31,Song
lBdq4p0pre8,Ayumi Hamasaki,NOT GONNA GET US,"Provided to YouTube by avex trax

NOT GONNA GET US · DAVE RODGERS

SUPER EUROBEAT VOL.147

℗ AVEX MUSIC CREATIVE INC.

Released on: 2004-04-21

Lyricist: T. HORN/E.KIPER/V.POLIENKO

Auto-generated by YouTube.","['DAVE RODGERS', 'デイブロジャース', 'SUPER EUROBEAT VOL.147', 'NOT GONNA GET US']",2020-01-17 09:21:25,5799,86,0,Friday,00:04:00,Song
kiRq5Uu2MQ0,Ayumi Hamasaki,AUDIENCE,"Provided to YouTube by avex trax

AUDIENCE · 浜崎あゆみ

SUPER EUROBEAT VOL.116

℗ AVEX MUSIC CREATIVE INC.

Released on: 2001-03-22

Composer: D･A･I
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'SUPER EUROBEAT VOL.116', 'AUDIENCE']",2020-01-17 09:21:16,7634,40,0,Friday,00:04:06,Song
g1qiosy2I1Y,Ayumi Hamasaki,BLACK IS THE NIGHT,"Provided to YouTube by avex trax

BLACK IS THE NIGHT · NICK KEY

SUPER EUROBEAT VOL.168

℗ AVEX MUSIC CREATIVE INC.

Released on: 2006-05-24

Lyricist: G.PASQUINI/S.OLIVA/F.CONTINI

Auto-generated by YouTube.","['NICK KEY', 'ニックケイ', 'SUPER EUROBEAT VOL.168', 'BLACK IS THE NIGHT']",2020-01-17 09:20:35,3649,54,1,Friday,00:04:10,Song
h5WxQSY94HM,Ayumi Hamasaki,HURRICANE,"Provided to YouTube by avex trax

HURRICANE · NICK MANSELL

SUPER EUROBEAT VOL.168

℗ AVEX MUSIC CREATIVE INC.

Released on: 2006-05-24

Lyricist: S.CASTAGNA/C.CODENOTTI/E.SOMENZI

Auto-generated by YouTube.","['NICK MANSELL', 'ニックマンセル', 'SUPER EUROBEAT VOL.168', 'HURRICANE']",2020-01-17 09:20:32,1381,15,0,Friday,00:04:17,Song
Tyf6_Q-7tzQ,Ayumi Hamasaki,"SCAR""Don't Cry Mix""","Provided to YouTube by avex trax

SCAR""Don't Cry Mix"" · 浜崎あゆみ

ayu-mi-x III Non-Stop Mega Mix Version

℗ AVEX MUSIC CREATIVE INC.

Released on: 2001-02-28

Composer: 多胡邦夫
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'ayu-mi-x III Non-Stop Mega Mix Version', ""SCARDon't Cry Mix""]",2020-01-17 07:49:28,3412,29,0,Friday,00:03:30,Song
dN8iDqSITCU,Ayumi Hamasaki,"girlish""Tablagen mix""","Provided to YouTube by avex trax

girlish""Tablagen mix"" · 浜崎あゆみ

ayu-mi-x III Non-Stop Mega Mix Version

℗ AVEX MUSIC CREATIVE INC.

Released on: 2001-02-28

Composer: 星野靖彦
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'ayu-mi-x III Non-Stop Mega Mix Version', 'girlishTablagen mix']",2020-01-17 07:49:28,3154,25,0,Friday,00:03:44,Song
i7rNP1nxFZM,Ayumi Hamasaki,"Far away""RANK 1 remix""","Provided to YouTube by avex trax

Far away""RANK 1 remix"" · 浜崎あゆみ

ayu-mi-x III Non-Stop Mega Mix Version

℗ AVEX MUSIC CREATIVE INC.

Released on: 2001-02-28

Composer: 菊池一仁/D･A･I
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'ayu-mi-x III Non-Stop Mega Mix Version', 'Far awayRANK 1 remix']",2020-01-17 07:49:28,7658,56,1,Friday,00:04:28,Song
uZR18F1ZZUE,Ayumi Hamasaki,"SURREAL""Dub's Floor Mix Transport 006""","Provided to YouTube by avex trax

SURREAL""Dub's Floor Mix Transport 006"" · 浜崎あゆみ

ayu-mi-x III Non-Stop Mega Mix Version

℗ AVEX MUSIC CREATIVE INC.

Released on: 2001-02-28

Composer: 菊池一仁
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'ayu-mi-x III Non-Stop Mega Mix Version', ""SURREALDub's Floor Mix Transport 006""]",2020-01-17 07:49:28,7173,79,0,Friday,00:06:33,Song
1Mcy4YqUc84,Ayumi Hamasaki,Who... (10th Anniversary Version),"Provided to YouTube by avex trax

Who... (10th Anniversary Version) · 浜崎あゆみ

A COMPLETE ～ALL SINGLES～

℗ AVEX MUSIC CREATIVE INC.

Released on: 2008-09-10

Composer: 菊池一仁
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'A COMPLETE ～ALL SINGLES～', 'Who...(10th Anniversary version)']",2019-12-18 14:10:50,105123,430,0,Wednesday,00:05:37,Song
o6NT-PZrKOc,Ayumi Hamasaki,TO BE (A COMPLETE リマスタリングver.),"Provided to YouTube by avex trax

TO BE (A COMPLETE リマスタリングver.) · 浜崎あゆみ

A COMPLETE ～ALL SINGLES～

℗ AVEX MUSIC CREATIVE INC.

Released on: 2008-09-10

Composer: D･A･I
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'A COMPLETE ～ALL SINGLES～', 'TO BE(A COMPLETE リマスタリングver.)']",2019-12-18 14:10:50,57741,145,0,Wednesday,00:05:18,Song
dRrdjWpAjqY,Ayumi Hamasaki,Startin' (A COMPLETE リマスタリングver.),"Provided to YouTube by avex trax

Startin' (A COMPLETE リマスタリングver.) · 浜崎あゆみ

A COMPLETE ～ALL SINGLES～

℗ AVEX MUSIC CREATIVE INC.

Released on: 2008-09-10

Composer: 原一博
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'A COMPLETE ～ALL SINGLES～', ""Startin'(A COMPLETE リマスタリングver.)""]",2019-12-18 14:10:42,37721,137,0,Wednesday,00:04:17,Song
kj_1oOthH9c,Ayumi Hamasaki,Dearest (A COMPLETE リマスタリングver.),"Provided to YouTube by avex trax

Dearest (A COMPLETE リマスタリングver.) · 浜崎あゆみ

A COMPLETE ～ALL SINGLES～

℗ AVEX MUSIC CREATIVE INC.

Released on: 2008-09-10

Composer: CREA/D･A･I
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'A COMPLETE ～ALL SINGLES～', 'Dearest(A COMPLETE リマスタリングver.)']",2019-12-18 14:10:42,48397,190,0,Wednesday,00:05:34,Song
FlhLQQ5fc14,Ayumi Hamasaki,INSPIRE (A COMPLETE リマスタリングver.),"Provided to YouTube by avex trax

INSPIRE (A COMPLETE リマスタリングver.) · 浜崎あゆみ

A COMPLETE ～ALL SINGLES～

℗ AVEX MUSIC CREATIVE INC.

Released on: 2008-09-10

Composer: 湯汲哲也
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'A COMPLETE ～ALL SINGLES～', 'INSPIRE(A COMPLETE リマスタリングver.)']",2019-12-18 14:10:41,33411,89,0,Wednesday,00:04:32,Song
VDyYW3EdJfM,Ayumi Hamasaki,CAROLS (A COMPLETE リマスタリングver.),"Provided to YouTube by avex trax

CAROLS (A COMPLETE リマスタリングver.) · 浜崎あゆみ

A COMPLETE ～ALL SINGLES～

℗ AVEX MUSIC CREATIVE INC.

Released on: 2008-09-10

Composer: 木下智哉
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'A COMPLETE ～ALL SINGLES～', 'CAROLS(A COMPLETE リマスタリングver.)']",2019-12-18 14:10:41,33306,78,0,Wednesday,00:05:29,Song
eilyL83Tvkg,Ayumi Hamasaki,HEAVEN (A COMPLETE リマスタリングver.),"Provided to YouTube by avex trax

HEAVEN (A COMPLETE リマスタリングver.) · 浜崎あゆみ

A COMPLETE ～ALL SINGLES～

℗ AVEX MUSIC CREATIVE INC.

Released on: 2008-09-10

Composer: 菊池一仁
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'A COMPLETE ～ALL SINGLES～', 'HEAVEN(A COMPLETE リマスタリングver.)']",2019-12-18 14:10:41,37243,113,0,Wednesday,00:04:17,Song
5NH_ZhXq06M,Ayumi Hamasaki,Moments (A COMPLETE リマスタリングver.),"Provided to YouTube by avex trax

Moments (A COMPLETE リマスタリングver.) · 浜崎あゆみ

A COMPLETE ～ALL SINGLES～

℗ AVEX MUSIC CREATIVE INC.

Released on: 2008-09-10

Composer: 湯汲哲也
Lyricist: 浜崎あゆみ

Auto-generated by YouTube.","['浜崎あゆみ', 'ハマサキアユミ', 'A COMPLETE ～ALL SINGLES～', 'Moments(A COMPLETE リマスタリングver.)']",2019-12-18 14:10:40,44539,172,0,Wednesday,00:05:30,Song
